"location","origin_date","target","origin_epiweek","output_type","output_type_id","oracle_value"
"hhs6",2020-02-01,"ili perc","2020-06","quantile",NA,10.3581
"hhs6",2020-02-08,"ili perc","2020-07","quantile",NA,9.43383
"hhs6",2020-02-15,"ili perc","2020-08","quantile",NA,8.72394
"hhs6",2020-02-22,"ili perc","2020-09","quantile",NA,8.02554
"hhs7",2015-10-17,"ili perc","2015-42","quantile",NA,1.12273
"hhs7",2015-10-24,"ili perc","2015-43","quantile",NA,0.854524
"hhs7",2015-10-31,"ili perc","2015-44","quantile",NA,1.15375
"hhs7",2015-11-07,"ili perc","2015-45","quantile",NA,1.20878
"hhs7",2015-11-14,"ili perc","2015-46","quantile",NA,1.05016
"hhs7",2015-11-21,"ili perc","2015-47","quantile",NA,1.31092
"hhs7",2015-11-28,"ili perc","2015-48","quantile",NA,0.95359
"hhs7",2015-12-05,"ili perc","2015-49","quantile",NA,0.912263
"hhs7",2015-12-12,"ili perc","2015-50","quantile",NA,1.19874
"hhs7",2015-12-19,"ili perc","2015-51","quantile",NA,1.39056
"hhs7",2015-12-26,"ili perc","2015-52","quantile",NA,1.55082
"hhs7",2016-01-02,"ili perc","2016-01","quantile",NA,1.41906
"hhs7",2016-01-09,"ili perc","2016-02","quantile",NA,1.1452
"hhs7",2016-01-16,"ili perc","2016-03","quantile",NA,1.15409
"hhs7",2016-01-23,"ili perc","2016-04","quantile",NA,1.175
"hhs7",2016-01-30,"ili perc","2016-05","quantile",NA,1.12489
"hhs7",2016-02-06,"ili perc","2016-06","quantile",NA,1.50883
"hhs7",2016-02-13,"ili perc","2016-07","quantile",NA,1.81036
"hhs7",2016-02-20,"ili perc","2016-08","quantile",NA,1.8449
"hhs7",2016-02-27,"ili perc","2016-09","quantile",NA,2.40642
"hhs7",2016-03-05,"ili perc","2016-10","quantile",NA,2.50362
"hhs7",2016-03-12,"ili perc","2016-11","quantile",NA,1.99971
"hhs7",2016-03-19,"ili perc","2016-12","quantile",NA,2.05839
"hhs7",2016-03-26,"ili perc","2016-13","quantile",NA,2.09375
"hhs7",2016-04-02,"ili perc","2016-14","quantile",NA,1.54483
"hhs7",2016-04-09,"ili perc","2016-15","quantile",NA,1.39301
"hhs7",2016-04-16,"ili perc","2016-16","quantile",NA,1.20827
"hhs7",2016-04-23,"ili perc","2016-17","quantile",NA,0.986163
"hhs7",2016-04-30,"ili perc","2016-18","quantile",NA,0.908619
"hhs7",2016-05-07,"ili perc","2016-19","quantile",NA,0.704888
"hhs7",2016-05-14,"ili perc","2016-20","quantile",NA,0.59335
"hhs7",2016-05-21,"ili perc","2016-21","quantile",NA,0.32297
"hhs7",2016-05-28,"ili perc","2016-22","quantile",NA,0.395716
"hhs7",2016-06-04,"ili perc","2016-23","quantile",NA,0.527908
"hhs7",2016-06-11,"ili perc","2016-24","quantile",NA,0.309099
"hhs7",2016-06-18,"ili perc","2016-25","quantile",NA,0.306155
"hhs7",2016-06-25,"ili perc","2016-26","quantile",NA,0.294126
"hhs7",2016-07-02,"ili perc","2016-27","quantile",NA,0.373576
"hhs7",2016-07-09,"ili perc","2016-28","quantile",NA,0.266904
"hhs7",2016-07-16,"ili perc","2016-29","quantile",NA,0.162856
"hhs7",2016-07-23,"ili perc","2016-30","quantile",NA,0.325119
"hhs7",2016-07-30,"ili perc","2016-31","quantile",NA,0.222125
"hhs7",2016-08-06,"ili perc","2016-32","quantile",NA,0.279177
"hhs7",2016-08-13,"ili perc","2016-33","quantile",NA,0.141758
"hhs7",2016-08-20,"ili perc","2016-34","quantile",NA,0.283671
"hhs7",2016-08-27,"ili perc","2016-35","quantile",NA,0.29973
"hhs7",2016-09-03,"ili perc","2016-36","quantile",NA,0.428906
"hhs7",2016-09-10,"ili perc","2016-37","quantile",NA,0.273509
"hhs7",2016-09-17,"ili perc","2016-38","quantile",NA,0.360435
"hhs7",2016-09-24,"ili perc","2016-39","quantile",NA,0.286907
"hhs7",2016-10-01,"ili perc","2016-40","quantile",NA,0.600404
"hhs7",2016-10-08,"ili perc","2016-41","quantile",NA,0.694833
"hhs7",2016-10-15,"ili perc","2016-42","quantile",NA,0.77907
"hhs7",2016-10-22,"ili perc","2016-43","quantile",NA,0.692503
"hhs7",2016-10-29,"ili perc","2016-44","quantile",NA,0.842297
"hhs7",2016-11-05,"ili perc","2016-45","quantile",NA,0.915289
"hhs7",2016-11-12,"ili perc","2016-46","quantile",NA,0.969142
"hhs7",2016-11-19,"ili perc","2016-47","quantile",NA,1.42912
"hhs7",2016-11-26,"ili perc","2016-48","quantile",NA,1.38821
"hhs7",2016-12-03,"ili perc","2016-49","quantile",NA,1.26835
"hhs7",2016-12-10,"ili perc","2016-50","quantile",NA,1.26776
"hhs7",2016-12-17,"ili perc","2016-51","quantile",NA,1.75768
"hhs7",2016-12-24,"ili perc","2016-52","quantile",NA,2.69374
"hhs7",2016-12-31,"ili perc","2017-01","quantile",NA,2.90667
"hhs7",2017-01-07,"ili perc","2017-02","quantile",NA,2.75581
"hhs7",2017-01-14,"ili perc","2017-03","quantile",NA,3.46528
"hhs7",2017-01-21,"ili perc","2017-04","quantile",NA,4.56991
"hhs7",2017-01-28,"ili perc","2017-05","quantile",NA,5.52653
"hhs7",2017-02-04,"ili perc","2017-06","quantile",NA,6.35948
"hhs7",2017-02-11,"ili perc","2017-07","quantile",NA,4.91892
"hhs7",2017-02-18,"ili perc","2017-08","quantile",NA,4.04323
"hhs7",2017-02-25,"ili perc","2017-09","quantile",NA,2.82773
"hhs7",2017-03-04,"ili perc","2017-10","quantile",NA,2.76664
"hhs7",2017-03-11,"ili perc","2017-11","quantile",NA,2.39066
"hhs7",2017-03-18,"ili perc","2017-12","quantile",NA,2.04061
"hhs7",2017-03-25,"ili perc","2017-13","quantile",NA,1.69023
"hhs7",2017-04-01,"ili perc","2017-14","quantile",NA,1.36816
"hhs7",2017-04-08,"ili perc","2017-15","quantile",NA,0.972039
"hhs7",2017-04-15,"ili perc","2017-16","quantile",NA,0.852059
"hhs7",2017-04-22,"ili perc","2017-17","quantile",NA,0.760244
"hhs7",2017-04-29,"ili perc","2017-18","quantile",NA,0.746471
"hhs7",2017-05-06,"ili perc","2017-19","quantile",NA,0.439723
"hhs7",2017-05-13,"ili perc","2017-20","quantile",NA,0.305088
"hhs7",2017-05-20,"ili perc","2017-21","quantile",NA,0.159971
"hhs7",2017-05-27,"ili perc","2017-22","quantile",NA,0.222973
"hhs7",2017-06-03,"ili perc","2017-23","quantile",NA,0.170425
"hhs7",2017-06-10,"ili perc","2017-24","quantile",NA,0.204266
"hhs7",2017-06-17,"ili perc","2017-25","quantile",NA,0.100721
"hhs7",2017-06-24,"ili perc","2017-26","quantile",NA,0.264192
"hhs7",2017-07-01,"ili perc","2017-27","quantile",NA,0.191394
"hhs7",2017-07-08,"ili perc","2017-28","quantile",NA,0.0792569
"hhs7",2017-07-15,"ili perc","2017-29","quantile",NA,0.0831066
"hhs7",2017-07-22,"ili perc","2017-30","quantile",NA,0.186993
"hhs7",2017-07-29,"ili perc","2017-31","quantile",NA,0.174172
"hhs7",2017-08-05,"ili perc","2017-32","quantile",NA,0.115888
"hhs7",2017-08-12,"ili perc","2017-33","quantile",NA,0.112074
"hhs7",2017-08-19,"ili perc","2017-34","quantile",NA,0.233776
"hhs7",2017-08-26,"ili perc","2017-35","quantile",NA,0.142496
"hhs7",2017-09-02,"ili perc","2017-36","quantile",NA,0.396513
"hhs7",2017-09-09,"ili perc","2017-37","quantile",NA,0.27963
"hhs7",2017-09-16,"ili perc","2017-38","quantile",NA,0.535088
"hhs7",2017-09-23,"ili perc","2017-39","quantile",NA,0.54052
"hhs7",2017-09-30,"ili perc","2017-40","quantile",NA,0.625799
"hhs7",2017-10-07,"ili perc","2017-41","quantile",NA,0.700961
"hhs7",2017-10-14,"ili perc","2017-42","quantile",NA,0.832588
"hhs7",2017-10-21,"ili perc","2017-43","quantile",NA,0.943455
"hhs7",2017-10-28,"ili perc","2017-44","quantile",NA,1.16063
"hhs7",2017-11-04,"ili perc","2017-45","quantile",NA,1.25143
"hhs7",2017-11-11,"ili perc","2017-46","quantile",NA,1.40765
"hhs7",2017-11-18,"ili perc","2017-47","quantile",NA,1.72814
"hhs7",2017-11-25,"ili perc","2017-48","quantile",NA,1.47504
"hhs7",2017-12-02,"ili perc","2017-49","quantile",NA,2.05556
"hhs7",2017-12-09,"ili perc","2017-50","quantile",NA,2.75354
"hhs7",2017-12-16,"ili perc","2017-51","quantile",NA,4.32304
"hhs7",2017-12-23,"ili perc","2017-52","quantile",NA,7.25157
"hhs7",2017-12-30,"ili perc","2017-01","quantile",NA,7.62744
"hhs7",2018-01-06,"ili perc","2018-02","quantile",NA,6.72613
"hhs7",2018-01-13,"ili perc","2018-03","quantile",NA,8.3421
"hhs7",2018-01-20,"ili perc","2018-04","quantile",NA,8.86645
"hhs7",2018-01-27,"ili perc","2018-05","quantile",NA,8.80663
"hhs7",2018-02-03,"ili perc","2018-06","quantile",NA,8.74478
"hhs7",2018-02-10,"ili perc","2018-07","quantile",NA,7.79645
"hhs7",2018-02-17,"ili perc","2018-08","quantile",NA,5.61847
"hhs7",2018-02-24,"ili perc","2018-09","quantile",NA,4.01667
"hhs7",2018-03-03,"ili perc","2018-10","quantile",NA,3.59271
"hhs7",2018-03-10,"ili perc","2018-11","quantile",NA,2.49904
"hhs7",2018-03-17,"ili perc","2018-12","quantile",NA,2.73415
"hhs7",2018-03-24,"ili perc","2018-13","quantile",NA,1.97997
"hhs7",2018-03-31,"ili perc","2018-14","quantile",NA,1.73584
"hhs7",2018-04-07,"ili perc","2018-15","quantile",NA,1.29236
"hhs7",2018-04-14,"ili perc","2018-16","quantile",NA,0.875072
"hhs7",2018-04-21,"ili perc","2018-17","quantile",NA,0.959192
"hhs7",2018-04-28,"ili perc","2018-18","quantile",NA,0.485035
"hhs7",2018-05-05,"ili perc","2018-19","quantile",NA,0.525801
"hhs7",2018-05-12,"ili perc","2018-20","quantile",NA,0.614223
"hhs7",2018-05-19,"ili perc","2018-21","quantile",NA,0.669485
"hhs7",2018-05-26,"ili perc","2018-22","quantile",NA,0.552918
"hhs7",2018-06-02,"ili perc","2018-23","quantile",NA,0.411285
"hhs7",2018-06-09,"ili perc","2018-24","quantile",NA,0.36296
"hhs7",2018-06-16,"ili perc","2018-25","quantile",NA,0.164442
"hhs7",2018-06-23,"ili perc","2018-26","quantile",NA,0.390854
"hhs7",2018-06-30,"ili perc","2018-27","quantile",NA,0.248292
"hhs7",2018-07-07,"ili perc","2018-28","quantile",NA,0.174719
"hhs7",2018-07-14,"ili perc","2018-29","quantile",NA,0.226168
"hhs7",2018-07-21,"ili perc","2018-30","quantile",NA,0.13167
"hhs7",2018-07-28,"ili perc","2018-31","quantile",NA,0.155556
"hhs7",2018-08-04,"ili perc","2018-32","quantile",NA,0.277188
"hhs7",2018-08-11,"ili perc","2018-33","quantile",NA,0.248476
"hhs7",2018-08-18,"ili perc","2018-34","quantile",NA,0.371052
"hhs7",2018-08-25,"ili perc","2018-35","quantile",NA,0.456272
"hhs7",2018-09-01,"ili perc","2018-36","quantile",NA,0.701872
"hhs7",2018-09-08,"ili perc","2018-37","quantile",NA,0.549544
"hhs7",2018-09-15,"ili perc","2018-38","quantile",NA,0.521293
"hhs7",2018-09-22,"ili perc","2018-39","quantile",NA,0.455528
"hhs7",2018-09-29,"ili perc","2018-40","quantile",NA,0.809146
"hhs7",2018-10-06,"ili perc","2018-41","quantile",NA,0.883625
"hhs7",2018-10-13,"ili perc","2018-42","quantile",NA,0.864705
"hhs7",2018-10-20,"ili perc","2018-43","quantile",NA,1.08692
"hhs7",2018-10-27,"ili perc","2018-44","quantile",NA,1.29658
"hhs7",2018-11-03,"ili perc","2018-45","quantile",NA,1.26966
"hhs7",2018-11-10,"ili perc","2018-46","quantile",NA,0.963909
"hhs7",2018-11-17,"ili perc","2018-47","quantile",NA,1.40643
"hhs7",2018-11-24,"ili perc","2018-48","quantile",NA,1.37924
"hhs7",2018-12-01,"ili perc","2018-49","quantile",NA,1.42108
"hhs7",2018-12-08,"ili perc","2018-50","quantile",NA,2.01181
"hhs7",2018-12-15,"ili perc","2018-51","quantile",NA,2.38016
"hhs7",2018-12-22,"ili perc","2018-52","quantile",NA,4.34515
"hhs7",2018-12-29,"ili perc","2018-01","quantile",NA,3.22125
"hhs7",2019-01-05,"ili perc","2019-02","quantile",NA,2.54642
"hhs7",2019-01-12,"ili perc","2019-03","quantile",NA,3.18698
"hhs7",2019-01-19,"ili perc","2019-04","quantile",NA,3.25411
"hhs7",2019-01-26,"ili perc","2019-05","quantile",NA,4.03294
"hhs7",2019-02-02,"ili perc","2019-06","quantile",NA,4.03202
"hhs7",2019-02-09,"ili perc","2019-07","quantile",NA,4.41464
"hhs7",2019-02-16,"ili perc","2019-08","quantile",NA,5.26389
"hhs7",2019-02-23,"ili perc","2019-09","quantile",NA,4.85796
"hhs7",2019-03-02,"ili perc","2019-10","quantile",NA,5.11223
"hhs7",2019-03-09,"ili perc","2019-11","quantile",NA,5.70521
"hhs7",2019-03-16,"ili perc","2019-12","quantile",NA,4.82292
"hhs7",2019-03-23,"ili perc","2019-13","quantile",NA,3.76015
"hhs7",2019-03-30,"ili perc","2019-14","quantile",NA,2.23979
"hhs7",2019-04-06,"ili perc","2019-15","quantile",NA,1.85818
"hhs7",2019-04-13,"ili perc","2019-16","quantile",NA,1.14131
"hhs7",2019-04-20,"ili perc","2019-17","quantile",NA,0.992699
"hhs7",2019-04-27,"ili perc","2019-18","quantile",NA,0.890895
"hhs7",2019-05-04,"ili perc","2019-19","quantile",NA,0.755468
"hhs7",2019-05-11,"ili perc","2019-20","quantile",NA,0.718554
"hhs7",2019-05-18,"ili perc","2019-21","quantile",NA,0.723845
"hhs7",2019-05-25,"ili perc","2019-22","quantile",NA,0.563432
"hhs7",2019-06-01,"ili perc","2019-23","quantile",NA,0.534964
"hhs7",2019-06-08,"ili perc","2019-24","quantile",NA,0.395491
"hhs7",2019-06-15,"ili perc","2019-25","quantile",NA,0.34226
"hhs7",2019-06-22,"ili perc","2019-26","quantile",NA,0.363781
"hhs7",2019-06-29,"ili perc","2019-27","quantile",NA,0.280448
"hhs7",2019-07-06,"ili perc","2019-28","quantile",NA,0.348708
"hhs7",2019-07-13,"ili perc","2019-29","quantile",NA,0.323568
"hhs7",2019-07-20,"ili perc","2019-30","quantile",NA,0.305277
"hhs7",2019-07-27,"ili perc","2019-31","quantile",NA,0.291007
"hhs7",2019-08-03,"ili perc","2019-32","quantile",NA,0.312979
"hhs7",2019-08-10,"ili perc","2019-33","quantile",NA,0.273889
"hhs7",2019-08-17,"ili perc","2019-34","quantile",NA,0.401812
"hhs7",2019-08-24,"ili perc","2019-35","quantile",NA,0.520838
"hhs7",2019-08-31,"ili perc","2019-36","quantile",NA,0.629462
"hhs7",2019-09-07,"ili perc","2019-37","quantile",NA,0.727508
"hhs7",2019-09-14,"ili perc","2019-38","quantile",NA,0.645669
"hhs7",2019-09-21,"ili perc","2019-39","quantile",NA,1.0433
"hhs7",2019-09-28,"ili perc","2019-40","quantile",NA,0.795417
"hhs7",2019-10-05,"ili perc","2019-41","quantile",NA,0.841062
"hhs7",2019-10-12,"ili perc","2019-42","quantile",NA,1.01154
"hhs7",2019-10-19,"ili perc","2019-43","quantile",NA,1.11924
"hhs7",2019-10-26,"ili perc","2019-44","quantile",NA,1.22561
"hhs7",2019-11-02,"ili perc","2019-45","quantile",NA,1.21619
"hhs7",2019-11-09,"ili perc","2019-46","quantile",NA,1.6625
"hhs7",2019-11-16,"ili perc","2019-47","quantile",NA,1.50983
"hhs7",2019-11-23,"ili perc","2019-48","quantile",NA,1.72343
"hhs7",2019-11-30,"ili perc","2019-49","quantile",NA,1.84867
"hhs7",2019-12-07,"ili perc","2019-50","quantile",NA,2.18788
"hhs7",2019-12-14,"ili perc","2019-51","quantile",NA,2.84278
"hhs7",2019-12-21,"ili perc","2019-52","quantile",NA,5.61966
"hhs7",2019-12-28,"ili perc","2019-01","quantile",NA,4.81526
"hhs7",2020-01-04,"ili perc","2020-02","quantile",NA,3.57077
"hhs7",2020-01-11,"ili perc","2020-03","quantile",NA,5.2512
"hhs7",2020-01-18,"ili perc","2020-04","quantile",NA,6.07977
"hhs7",2020-01-25,"ili perc","2020-05","quantile",NA,6.87522
"hhs7",2020-02-01,"ili perc","2020-06","quantile",NA,7.25331
"hhs7",2020-02-08,"ili perc","2020-07","quantile",NA,6.36516
"hhs7",2020-02-15,"ili perc","2020-08","quantile",NA,5.90277
"hhs7",2020-02-22,"ili perc","2020-09","quantile",NA,6.73512
"hhs8",2015-10-17,"ili perc","2015-42","quantile",NA,0.688796
"hhs8",2015-10-24,"ili perc","2015-43","quantile",NA,0.612608
"hhs8",2015-10-31,"ili perc","2015-44","quantile",NA,0.721433
"hhs8",2015-11-07,"ili perc","2015-45","quantile",NA,0.744407
"hhs8",2015-11-14,"ili perc","2015-46","quantile",NA,0.776688
"hhs8",2015-11-21,"ili perc","2015-47","quantile",NA,0.997922
"hhs8",2015-11-28,"ili perc","2015-48","quantile",NA,0.725679
"hhs8",2015-12-05,"ili perc","2015-49","quantile",NA,0.891982
"hhs8",2015-12-12,"ili perc","2015-50","quantile",NA,0.895779
"hhs8",2015-12-19,"ili perc","2015-51","quantile",NA,1.15229
"hhs8",2015-12-26,"ili perc","2015-52","quantile",NA,1.49666
"hhs8",2016-01-02,"ili perc","2016-01","quantile",NA,1.11457
"hhs8",2016-01-09,"ili perc","2016-02","quantile",NA,1.1948
"hhs8",2016-01-16,"ili perc","2016-03","quantile",NA,1.223
"hhs8",2016-01-23,"ili perc","2016-04","quantile",NA,1.27726
"hhs8",2016-01-30,"ili perc","2016-05","quantile",NA,1.56575
"hhs8",2016-02-06,"ili perc","2016-06","quantile",NA,1.82146
"hhs8",2016-02-13,"ili perc","2016-07","quantile",NA,2.15404
"hhs8",2016-02-20,"ili perc","2016-08","quantile",NA,2.17828
"hhs8",2016-02-27,"ili perc","2016-09","quantile",NA,2.03079
"hhs8",2016-03-05,"ili perc","2016-10","quantile",NA,2.14672
"hhs8",2016-03-12,"ili perc","2016-11","quantile",NA,2.16058
"hhs8",2016-03-19,"ili perc","2016-12","quantile",NA,1.85893
"hhs8",2016-03-26,"ili perc","2016-13","quantile",NA,1.75981
"hhs8",2016-04-02,"ili perc","2016-14","quantile",NA,1.64976
"hhs8",2016-04-09,"ili perc","2016-15","quantile",NA,1.29508
"hhs8",2016-04-16,"ili perc","2016-16","quantile",NA,1.14872
"hhs8",2016-04-23,"ili perc","2016-17","quantile",NA,0.983857
"hhs8",2016-04-30,"ili perc","2016-18","quantile",NA,0.967427
"hhs8",2016-05-07,"ili perc","2016-19","quantile",NA,0.818413
"hhs8",2016-05-14,"ili perc","2016-20","quantile",NA,0.73938
"hhs8",2016-05-21,"ili perc","2016-21","quantile",NA,0.73781
"hhs8",2016-05-28,"ili perc","2016-22","quantile",NA,0.724162
"hhs8",2016-06-04,"ili perc","2016-23","quantile",NA,0.568101
"hhs8",2016-06-11,"ili perc","2016-24","quantile",NA,0.540166
"hhs8",2016-06-18,"ili perc","2016-25","quantile",NA,0.464534
"hhs8",2016-06-25,"ili perc","2016-26","quantile",NA,0.477685
"hhs8",2016-07-02,"ili perc","2016-27","quantile",NA,0.451657
"hhs8",2016-07-09,"ili perc","2016-28","quantile",NA,0.417195
"hhs8",2016-07-16,"ili perc","2016-29","quantile",NA,0.43248
"hhs8",2016-07-23,"ili perc","2016-30","quantile",NA,0.35978
"hhs8",2016-07-30,"ili perc","2016-31","quantile",NA,0.331639
"hhs8",2016-08-06,"ili perc","2016-32","quantile",NA,0.389203
"hhs8",2016-08-13,"ili perc","2016-33","quantile",NA,0.379123
"hhs8",2016-08-20,"ili perc","2016-34","quantile",NA,0.564038
"hhs8",2016-08-27,"ili perc","2016-35","quantile",NA,0.831985
"hhs8",2016-09-03,"ili perc","2016-36","quantile",NA,0.637444
"hhs8",2016-09-10,"ili perc","2016-37","quantile",NA,0.842631
"hhs8",2016-09-17,"ili perc","2016-38","quantile",NA,0.784745
"hhs8",2016-09-24,"ili perc","2016-39","quantile",NA,0.53557
"hhs8",2016-10-01,"ili perc","2016-40","quantile",NA,0.774099
"hhs8",2016-10-08,"ili perc","2016-41","quantile",NA,0.911285
"hhs8",2016-10-15,"ili perc","2016-42","quantile",NA,0.932084
"hhs8",2016-10-22,"ili perc","2016-43","quantile",NA,0.831681
"hhs8",2016-10-29,"ili perc","2016-44","quantile",NA,0.506499
"hhs8",2016-11-05,"ili perc","2016-45","quantile",NA,0.746585
"hhs8",2016-11-12,"ili perc","2016-46","quantile",NA,0.903373
"hhs8",2016-11-19,"ili perc","2016-47","quantile",NA,0.7899
"hhs8",2016-11-26,"ili perc","2016-48","quantile",NA,1.26446
"hhs8",2016-12-03,"ili perc","2016-49","quantile",NA,1.14529
"hhs8",2016-12-10,"ili perc","2016-50","quantile",NA,1.29771
"hhs8",2016-12-17,"ili perc","2016-51","quantile",NA,2.0834
"hhs8",2016-12-24,"ili perc","2016-52","quantile",NA,1.45497
"hhs8",2016-12-31,"ili perc","2017-01","quantile",NA,2.25932
"hhs8",2017-01-07,"ili perc","2017-02","quantile",NA,1.90851
"hhs8",2017-01-14,"ili perc","2017-03","quantile",NA,2.2668
"hhs8",2017-01-21,"ili perc","2017-04","quantile",NA,2.07104
"hhs8",2017-01-28,"ili perc","2017-05","quantile",NA,2.27632
"hhs8",2017-02-04,"ili perc","2017-06","quantile",NA,2.29134
"hhs8",2017-02-11,"ili perc","2017-07","quantile",NA,2.72703
"hhs8",2017-02-18,"ili perc","2017-08","quantile",NA,1.62675
"hhs8",2017-02-25,"ili perc","2017-09","quantile",NA,1.458
"hhs8",2017-03-04,"ili perc","2017-10","quantile",NA,1.441
"hhs8",2017-03-11,"ili perc","2017-11","quantile",NA,1.13172
"hhs8",2017-03-18,"ili perc","2017-12","quantile",NA,1.34752
"hhs8",2017-03-25,"ili perc","2017-13","quantile",NA,1.13431
"hhs8",2017-04-01,"ili perc","2017-14","quantile",NA,1.11224
"hhs8",2017-04-08,"ili perc","2017-15","quantile",NA,0.834582
"hhs8",2017-04-15,"ili perc","2017-16","quantile",NA,0.855133
"hhs8",2017-04-22,"ili perc","2017-17","quantile",NA,0.975584
"hhs8",2017-04-29,"ili perc","2017-18","quantile",NA,1.02515
"hhs8",2017-05-06,"ili perc","2017-19","quantile",NA,0.576129
"hhs8",2017-05-13,"ili perc","2017-20","quantile",NA,0.758802
"hhs8",2017-05-20,"ili perc","2017-21","quantile",NA,0.907504
"hhs8",2017-05-27,"ili perc","2017-22","quantile",NA,0.593665
"hhs8",2017-06-03,"ili perc","2017-23","quantile",NA,0.390797
"hhs8",2017-06-10,"ili perc","2017-24","quantile",NA,0.202737
"hhs8",2017-06-17,"ili perc","2017-25","quantile",NA,0.490319
"hhs8",2017-06-24,"ili perc","2017-26","quantile",NA,0.328928
"hhs8",2017-07-01,"ili perc","2017-27","quantile",NA,0.321013
"hhs8",2017-07-08,"ili perc","2017-28","quantile",NA,0.339631
"hhs8",2017-07-15,"ili perc","2017-29","quantile",NA,0.22517
"hhs8",2017-07-22,"ili perc","2017-30","quantile",NA,0.191863
"hhs8",2017-07-29,"ili perc","2017-31","quantile",NA,0.33984
"hhs8",2017-08-05,"ili perc","2017-32","quantile",NA,0.359646
"hhs8",2017-08-12,"ili perc","2017-33","quantile",NA,0.326402
"hhs8",2017-08-19,"ili perc","2017-34","quantile",NA,0.419146
"hhs8",2017-08-26,"ili perc","2017-35","quantile",NA,0.714684
"hhs8",2017-09-02,"ili perc","2017-36","quantile",NA,0.800955
"hhs8",2017-09-09,"ili perc","2017-37","quantile",NA,0.331921
"hhs8",2017-09-16,"ili perc","2017-38","quantile",NA,0.427048
"hhs8",2017-09-23,"ili perc","2017-39","quantile",NA,0.518725
"hhs8",2017-09-30,"ili perc","2017-40","quantile",NA,0.473124
"hhs8",2017-10-07,"ili perc","2017-41","quantile",NA,0.559737
"hhs8",2017-10-14,"ili perc","2017-42","quantile",NA,0.56036
"hhs8",2017-10-21,"ili perc","2017-43","quantile",NA,0.697744
"hhs8",2017-10-28,"ili perc","2017-44","quantile",NA,0.696275
"hhs8",2017-11-04,"ili perc","2017-45","quantile",NA,0.772473
"hhs8",2017-11-11,"ili perc","2017-46","quantile",NA,0.842594
"hhs8",2017-11-18,"ili perc","2017-47","quantile",NA,0.935706
"hhs8",2017-11-25,"ili perc","2017-48","quantile",NA,0.949127
"hhs8",2017-12-02,"ili perc","2017-49","quantile",NA,1.13022
"hhs8",2017-12-09,"ili perc","2017-50","quantile",NA,1.32612
"hhs8",2017-12-16,"ili perc","2017-51","quantile",NA,1.93549
"hhs8",2017-12-23,"ili perc","2017-52","quantile",NA,2.42647
"hhs8",2017-12-30,"ili perc","2017-01","quantile",NA,2.55038
"hhs8",2018-01-06,"ili perc","2018-02","quantile",NA,2.61857
"hhs8",2018-01-13,"ili perc","2018-03","quantile",NA,2.76747
"hhs8",2018-01-20,"ili perc","2018-04","quantile",NA,2.82465
"hhs8",2018-01-27,"ili perc","2018-05","quantile",NA,3.24954
"hhs8",2018-02-03,"ili perc","2018-06","quantile",NA,3.18167
"hhs8",2018-02-10,"ili perc","2018-07","quantile",NA,3.02627
"hhs8",2018-02-17,"ili perc","2018-08","quantile",NA,2.93967
"hhs8",2018-02-24,"ili perc","2018-09","quantile",NA,2.16326
"hhs8",2018-03-03,"ili perc","2018-10","quantile",NA,1.89284
"hhs8",2018-03-10,"ili perc","2018-11","quantile",NA,1.60878
"hhs8",2018-03-17,"ili perc","2018-12","quantile",NA,1.2732
"hhs8",2018-03-24,"ili perc","2018-13","quantile",NA,1.08504
"hhs8",2018-03-31,"ili perc","2018-14","quantile",NA,1.12627
"hhs8",2018-04-07,"ili perc","2018-15","quantile",NA,0.842282
"hhs8",2018-04-14,"ili perc","2018-16","quantile",NA,0.68162
"hhs8",2018-04-21,"ili perc","2018-17","quantile",NA,0.786336
"hhs8",2018-04-28,"ili perc","2018-18","quantile",NA,0.643685
"hhs8",2018-05-05,"ili perc","2018-19","quantile",NA,0.496602
"hhs8",2018-05-12,"ili perc","2018-20","quantile",NA,0.544957
"hhs8",2018-05-19,"ili perc","2018-21","quantile",NA,0.549032
"hhs8",2018-05-26,"ili perc","2018-22","quantile",NA,0.714392
"hhs8",2018-06-02,"ili perc","2018-23","quantile",NA,0.427188
"hhs8",2018-06-09,"ili perc","2018-24","quantile",NA,0.313905
"hhs8",2018-06-16,"ili perc","2018-25","quantile",NA,0.35226
"hhs8",2018-06-23,"ili perc","2018-26","quantile",NA,0.288182
"hhs8",2018-06-30,"ili perc","2018-27","quantile",NA,0.221924
"hhs8",2018-07-07,"ili perc","2018-28","quantile",NA,0.250119
"hhs8",2018-07-14,"ili perc","2018-29","quantile",NA,0.206937
"hhs8",2018-07-21,"ili perc","2018-30","quantile",NA,0.163283
"hhs8",2018-07-28,"ili perc","2018-31","quantile",NA,0.197282
"hhs8",2018-08-04,"ili perc","2018-32","quantile",NA,0.250558
"hhs8",2018-08-11,"ili perc","2018-33","quantile",NA,0.255081
"hhs8",2018-08-18,"ili perc","2018-34","quantile",NA,0.321643
"hhs8",2018-08-25,"ili perc","2018-35","quantile",NA,0.34631
"hhs8",2018-09-01,"ili perc","2018-36","quantile",NA,0.527411
"hhs8",2018-09-08,"ili perc","2018-37","quantile",NA,0.388545
"hhs8",2018-09-15,"ili perc","2018-38","quantile",NA,0.638062
"hhs8",2018-09-22,"ili perc","2018-39","quantile",NA,0.568779
"hhs8",2018-09-29,"ili perc","2018-40","quantile",NA,1.53406
