"as_of","location","date","target","origin_epiweek","observation"
"2021-09-26","hhs8",2019-11-09,"ili perc","2019-46",2.35069
"2021-09-26","hhs8",2019-11-16,"ili perc","2019-47",2.56644
"2021-09-26","hhs8",2019-11-23,"ili perc","2019-48",3.19706
"2021-09-26","hhs8",2019-11-30,"ili perc","2019-49",2.97176
"2021-09-26","hhs8",2019-12-07,"ili perc","2019-50",3.61906
"2021-09-26","hhs8",2019-12-14,"ili perc","2019-51",4.42455
"2021-09-26","hhs8",2019-12-21,"ili perc","2019-52",6.28773
"2021-09-26","hhs8",2019-12-28,"ili perc","2019-01",5.83864
"2021-09-26","hhs8",2020-01-04,"ili perc","2020-02",5.23596
"2021-09-26","hhs8",2020-01-11,"ili perc","2020-03",5.60527
"2021-09-26","hhs8",2020-01-18,"ili perc","2020-04",6.54822
"2021-09-26","hhs8",2020-01-25,"ili perc","2020-05",6.83833
"2021-09-26","hhs8",2020-02-01,"ili perc","2020-06",6.70421
"2021-09-26","hhs8",2020-02-08,"ili perc","2020-07",5.8663
"2021-09-26","hhs8",2020-02-15,"ili perc","2020-08",5.46079
"2021-09-26","hhs8",2020-02-22,"ili perc","2020-09",5.00611
"2017-10-01","hhs9",2015-10-17,"ili perc","2015-42",1.43902
"2017-10-01","hhs9",2015-10-24,"ili perc","2015-43",1.58879
"2017-10-01","hhs9",2015-10-31,"ili perc","2015-44",1.70585
"2017-10-01","hhs9",2015-11-07,"ili perc","2015-45",1.73921
"2017-10-01","hhs9",2015-11-14,"ili perc","2015-46",1.98744
"2017-10-01","hhs9",2015-11-21,"ili perc","2015-47",2.2437
"2017-10-01","hhs9",2015-11-28,"ili perc","2015-48",2.00403
"2017-10-01","hhs9",2015-12-05,"ili perc","2015-49",2.0343
"2017-10-01","hhs9",2015-12-12,"ili perc","2015-50",2.13484
"2017-10-01","hhs9",2015-12-19,"ili perc","2015-51",2.80184
"2017-10-01","hhs9",2015-12-26,"ili perc","2015-52",3.04687
"2017-10-01","hhs9",2016-01-02,"ili perc","2016-01",2.42695
"2017-10-01","hhs9",2016-01-09,"ili perc","2016-02",2.40393
"2017-10-01","hhs9",2016-01-16,"ili perc","2016-03",2.64512
"2017-10-01","hhs9",2016-01-23,"ili perc","2016-04",2.82762
"2017-10-01","hhs9",2016-01-30,"ili perc","2016-05",3.24343
"2017-10-01","hhs9",2016-02-06,"ili perc","2016-06",3.96877
"2017-10-01","hhs9",2016-02-13,"ili perc","2016-07",4.3744
"2017-10-01","hhs9",2016-02-20,"ili perc","2016-08",3.92775
"2017-10-01","hhs9",2016-02-27,"ili perc","2016-09",3.84237
"2017-10-01","hhs9",2016-03-05,"ili perc","2016-10",3.8018
"2017-10-01","hhs9",2016-03-12,"ili perc","2016-11",3.33737
"2017-10-01","hhs9",2016-03-19,"ili perc","2016-12",3.00567
"2017-10-01","hhs9",2016-03-26,"ili perc","2016-13",2.78509
"2017-10-01","hhs9",2016-04-02,"ili perc","2016-14",2.2393
"2017-10-01","hhs9",2016-04-09,"ili perc","2016-15",2.0331
"2017-10-01","hhs9",2016-04-16,"ili perc","2016-16",1.76124
"2017-10-01","hhs9",2016-04-23,"ili perc","2016-17",1.74637
"2017-10-01","hhs9",2016-04-30,"ili perc","2016-18",1.79629
"2017-10-01","hhs9",2016-05-07,"ili perc","2016-19",1.52741
"2017-10-01","hhs9",2016-05-14,"ili perc","2016-20",1.49464
"2017-10-01","hhs9",2016-05-21,"ili perc","2016-21",1.38824
"2017-10-01","hhs9",2016-05-28,"ili perc","2016-22",1.31969
"2017-10-01","hhs9",2016-06-04,"ili perc","2016-23",1.30581
"2017-10-01","hhs9",2016-06-11,"ili perc","2016-24",1.21624
"2017-10-01","hhs9",2016-06-18,"ili perc","2016-25",1.07191
"2017-10-01","hhs9",2016-06-25,"ili perc","2016-26",1.14158
"2017-10-01","hhs9",2016-07-02,"ili perc","2016-27",1.09858
"2017-10-01","hhs9",2016-07-09,"ili perc","2016-28",0.960341
"2017-10-01","hhs9",2016-07-16,"ili perc","2016-29",0.88295
"2017-10-01","hhs9",2016-07-23,"ili perc","2016-30",0.798763
"2017-10-01","hhs9",2016-07-30,"ili perc","2016-31",0.793163
"2017-10-01","hhs9",2016-08-06,"ili perc","2016-32",0.777639
"2017-10-01","hhs9",2016-08-13,"ili perc","2016-33",0.889385
"2017-10-01","hhs9",2016-08-20,"ili perc","2016-34",0.960892
"2017-10-01","hhs9",2016-08-27,"ili perc","2016-35",1.21347
"2017-10-01","hhs9",2016-09-03,"ili perc","2016-36",1.21141
"2017-10-01","hhs9",2016-09-10,"ili perc","2016-37",1.46895
"2017-10-01","hhs9",2016-09-17,"ili perc","2016-38",1.53028
"2017-10-01","hhs9",2016-09-24,"ili perc","2016-39",1.45655
"2018-09-23","hhs9",2016-10-01,"ili perc","2016-40",1.2649
"2018-09-23","hhs9",2016-10-08,"ili perc","2016-41",1.27116
"2018-09-23","hhs9",2016-10-15,"ili perc","2016-42",1.38253
"2018-09-23","hhs9",2016-10-22,"ili perc","2016-43",1.44065
"2018-09-23","hhs9",2016-10-29,"ili perc","2016-44",1.52282
"2018-09-23","hhs9",2016-11-05,"ili perc","2016-45",1.61895
"2018-09-23","hhs9",2016-11-12,"ili perc","2016-46",1.6706
"2018-09-23","hhs9",2016-11-19,"ili perc","2016-47",1.9819
"2018-09-23","hhs9",2016-11-26,"ili perc","2016-48",1.8794
"2018-09-23","hhs9",2016-12-03,"ili perc","2016-49",2.03416
"2018-09-23","hhs9",2016-12-10,"ili perc","2016-50",2.31372
"2018-09-23","hhs9",2016-12-17,"ili perc","2016-51",2.75818
"2018-09-23","hhs9",2016-12-24,"ili perc","2016-52",3.30484
"2018-09-23","hhs9",2016-12-31,"ili perc","2017-01",3.07412
"2018-09-23","hhs9",2017-01-07,"ili perc","2017-02",2.83778
"2018-09-23","hhs9",2017-01-14,"ili perc","2017-03",2.68071
"2018-09-23","hhs9",2017-01-21,"ili perc","2017-04",2.9577
"2018-09-23","hhs9",2017-01-28,"ili perc","2017-05",3.03987
"2018-09-23","hhs9",2017-02-04,"ili perc","2017-06",2.64082
"2018-09-23","hhs9",2017-02-11,"ili perc","2017-07",2.45805
"2018-09-23","hhs9",2017-02-18,"ili perc","2017-08",2.39562
"2018-09-23","hhs9",2017-02-25,"ili perc","2017-09",2.21248
"2018-09-23","hhs9",2017-03-04,"ili perc","2017-10",2.22164
"2018-09-23","hhs9",2017-03-11,"ili perc","2017-11",2.26591
"2018-09-23","hhs9",2017-03-18,"ili perc","2017-12",1.97718
"2018-09-23","hhs9",2017-03-25,"ili perc","2017-13",1.98112
"2018-09-23","hhs9",2017-04-01,"ili perc","2017-14",1.81326
"2018-09-23","hhs9",2017-04-08,"ili perc","2017-15",1.61855
"2018-09-23","hhs9",2017-04-15,"ili perc","2017-16",1.6697
"2018-09-23","hhs9",2017-04-22,"ili perc","2017-17",1.77963
"2018-09-23","hhs9",2017-04-29,"ili perc","2017-18",1.56937
"2018-09-23","hhs9",2017-05-06,"ili perc","2017-19",1.47835
"2018-09-23","hhs9",2017-05-13,"ili perc","2017-20",1.46965
"2018-09-23","hhs9",2017-05-20,"ili perc","2017-21",1.443
"2018-09-23","hhs9",2017-05-27,"ili perc","2017-22",1.42575
"2018-09-23","hhs9",2017-06-03,"ili perc","2017-23",1.54938
"2018-09-23","hhs9",2017-06-10,"ili perc","2017-24",1.24856
"2018-09-23","hhs9",2017-06-17,"ili perc","2017-25",1.17378
"2018-09-23","hhs9",2017-06-24,"ili perc","2017-26",1.30807
"2018-09-23","hhs9",2017-07-01,"ili perc","2017-27",1.22903
"2018-09-23","hhs9",2017-07-08,"ili perc","2017-28",1.06617
"2018-09-23","hhs9",2017-07-15,"ili perc","2017-29",1.04083
"2018-09-23","hhs9",2017-07-22,"ili perc","2017-30",0.951545
"2018-09-23","hhs9",2017-07-29,"ili perc","2017-31",0.892872
"2018-09-23","hhs9",2017-08-05,"ili perc","2017-32",0.912778
"2018-09-23","hhs9",2017-08-12,"ili perc","2017-33",1.012
"2018-09-23","hhs9",2017-08-19,"ili perc","2017-34",1.26206
"2018-09-23","hhs9",2017-08-26,"ili perc","2017-35",1.28077
"2018-09-23","hhs9",2017-09-02,"ili perc","2017-36",1.30647
"2018-09-23","hhs9",2017-09-09,"ili perc","2017-37",1.57206
"2018-09-23","hhs9",2017-09-16,"ili perc","2017-38",1.47989
"2018-09-23","hhs9",2017-09-23,"ili perc","2017-39",1.45307
"2019-09-22","hhs9",2017-09-30,"ili perc","2017-40",1.76737
"2019-09-22","hhs9",2017-10-07,"ili perc","2017-41",1.55246
"2019-09-22","hhs9",2017-10-14,"ili perc","2017-42",1.58034
"2019-09-22","hhs9",2017-10-21,"ili perc","2017-43",1.72695
"2019-09-22","hhs9",2017-10-28,"ili perc","2017-44",2.01706
"2019-09-22","hhs9",2017-11-04,"ili perc","2017-45",1.92015
"2019-09-22","hhs9",2017-11-11,"ili perc","2017-46",2.02108
"2019-09-22","hhs9",2017-11-18,"ili perc","2017-47",2.17777
"2019-09-22","hhs9",2017-11-25,"ili perc","2017-48",2.15808
"2019-09-22","hhs9",2017-12-02,"ili perc","2017-49",2.596
"2019-09-22","hhs9",2017-12-09,"ili perc","2017-50",3.56156
"2019-09-22","hhs9",2017-12-16,"ili perc","2017-51",4.73611
"2019-09-22","hhs9",2017-12-23,"ili perc","2017-52",6.93868
"2019-09-22","hhs9",2017-12-30,"ili perc","2017-01",6.53023
"2019-09-22","hhs9",2018-01-06,"ili perc","2018-02",4.75624
"2019-09-22","hhs9",2018-01-13,"ili perc","2018-03",4.16472
"2019-09-22","hhs9",2018-01-20,"ili perc","2018-04",4.03733
"2019-09-22","hhs9",2018-01-27,"ili perc","2018-05",4.29233
"2019-09-22","hhs9",2018-02-03,"ili perc","2018-06",3.98843
"2019-09-22","hhs9",2018-02-10,"ili perc","2018-07",3.89016
"2019-09-22","hhs9",2018-02-17,"ili perc","2018-08",3.6801
"2019-09-22","hhs9",2018-02-24,"ili perc","2018-09",3.65283
"2019-09-22","hhs9",2018-03-03,"ili perc","2018-10",3.43116
"2019-09-22","hhs9",2018-03-10,"ili perc","2018-11",3.24312
"2019-09-22","hhs9",2018-03-17,"ili perc","2018-12",2.96904
"2019-09-22","hhs9",2018-03-24,"ili perc","2018-13",2.74521
"2019-09-22","hhs9",2018-03-31,"ili perc","2018-14",2.4076
"2019-09-22","hhs9",2018-04-07,"ili perc","2018-15",1.97652
"2019-09-22","hhs9",2018-04-14,"ili perc","2018-16",1.96057
"2019-09-22","hhs9",2018-04-21,"ili perc","2018-17",2.00626
"2019-09-22","hhs9",2018-04-28,"ili perc","2018-18",1.97314
"2019-09-22","hhs9",2018-05-05,"ili perc","2018-19",1.84014
"2019-09-22","hhs9",2018-05-12,"ili perc","2018-20",1.65748
"2019-09-22","hhs9",2018-05-19,"ili perc","2018-21",1.72129
"2019-09-22","hhs9",2018-05-26,"ili perc","2018-22",1.64081
"2019-09-22","hhs9",2018-06-02,"ili perc","2018-23",1.33959
"2019-09-22","hhs9",2018-06-09,"ili perc","2018-24",1.34841
"2019-09-22","hhs9",2018-06-16,"ili perc","2018-25",1.62076
"2019-09-22","hhs9",2018-06-23,"ili perc","2018-26",1.48215
"2019-09-22","hhs9",2018-06-30,"ili perc","2018-27",1.18054
"2019-09-22","hhs9",2018-07-07,"ili perc","2018-28",1.03092
"2019-09-22","hhs9",2018-07-14,"ili perc","2018-29",0.94885
"2019-09-22","hhs9",2018-07-21,"ili perc","2018-30",1.01667
"2019-09-22","hhs9",2018-07-28,"ili perc","2018-31",0.939892
"2019-09-22","hhs9",2018-08-04,"ili perc","2018-32",1.00877
"2019-09-22","hhs9",2018-08-11,"ili perc","2018-33",0.995341
"2019-09-22","hhs9",2018-08-18,"ili perc","2018-34",1.00818
"2019-09-22","hhs9",2018-08-25,"ili perc","2018-35",1.14666
"2019-09-22","hhs9",2018-09-01,"ili perc","2018-36",1.409
"2019-09-22","hhs9",2018-09-08,"ili perc","2018-37",1.57658
"2019-09-22","hhs9",2018-09-15,"ili perc","2018-38",1.39619
"2019-09-22","hhs9",2018-09-22,"ili perc","2018-39",1.39459
"2020-09-20","hhs9",2018-09-29,"ili perc","2018-40",1.45424
"2020-09-20","hhs9",2018-10-06,"ili perc","2018-41",1.29363
"2020-09-20","hhs9",2018-10-13,"ili perc","2018-42",1.43563
"2020-09-20","hhs9",2018-10-20,"ili perc","2018-43",1.53394
"2020-09-20","hhs9",2018-10-27,"ili perc","2018-44",1.72756
"2020-09-20","hhs9",2018-11-03,"ili perc","2018-45",1.80271
"2020-09-20","hhs9",2018-11-10,"ili perc","2018-46",1.9863
"2020-09-20","hhs9",2018-11-17,"ili perc","2018-47",2.09952
"2020-09-20","hhs9",2018-11-24,"ili perc","2018-48",2.31126
"2020-09-20","hhs9",2018-12-01,"ili perc","2018-49",2.47222
"2020-09-20","hhs9",2018-12-08,"ili perc","2018-50",2.82815
"2020-09-20","hhs9",2018-12-15,"ili perc","2018-51",3.10327
"2020-09-20","hhs9",2018-12-22,"ili perc","2018-52",3.44337
"2020-09-20","hhs9",2018-12-29,"ili perc","2018-01",3.368
"2020-09-20","hhs9",2019-01-05,"ili perc","2019-02",3.2638
"2020-09-20","hhs9",2019-01-12,"ili perc","2019-03",2.93974
"2020-09-20","hhs9",2019-01-19,"ili perc","2019-04",2.93347
"2020-09-20","hhs9",2019-01-26,"ili perc","2019-05",3.30002
"2020-09-20","hhs9",2019-02-02,"ili perc","2019-06",3.30947
"2020-09-20","hhs9",2019-02-09,"ili perc","2019-07",3.67499
"2020-09-20","hhs9",2019-02-16,"ili perc","2019-08",3.55026
"2020-09-20","hhs9",2019-02-23,"ili perc","2019-09",3.67541
"2020-09-20","hhs9",2019-03-02,"ili perc","2019-10",3.56668
"2020-09-20","hhs9",2019-03-09,"ili perc","2019-11",3.39422
"2020-09-20","hhs9",2019-03-16,"ili perc","2019-12",3.46097
"2020-09-20","hhs9",2019-03-23,"ili perc","2019-13",2.99011
"2020-09-20","hhs9",2019-03-30,"ili perc","2019-14",2.95806
"2020-09-20","hhs9",2019-04-06,"ili perc","2019-15",2.51064
"2020-09-20","hhs9",2019-04-13,"ili perc","2019-16",2.30613
"2020-09-20","hhs9",2019-04-20,"ili perc","2019-17",2.12093
"2020-09-20","hhs9",2019-04-27,"ili perc","2019-18",1.77913
"2020-09-20","hhs9",2019-05-04,"ili perc","2019-19",1.82842
"2020-09-20","hhs9",2019-05-11,"ili perc","2019-20",1.75823
"2020-09-20","hhs9",2019-05-18,"ili perc","2019-21",1.66842
"2020-09-20","hhs9",2019-05-25,"ili perc","2019-22",1.76159
"2020-09-20","hhs9",2019-06-01,"ili perc","2019-23",1.58531
"2020-09-20","hhs9",2019-06-08,"ili perc","2019-24",1.39549
"2020-09-20","hhs9",2019-06-15,"ili perc","2019-25",1.23778
"2020-09-20","hhs9",2019-06-22,"ili perc","2019-26",1.19824
"2020-09-20","hhs9",2019-06-29,"ili perc","2019-27",0.963126
"2020-09-20","hhs9",2019-07-06,"ili perc","2019-28",0.916058
"2020-09-20","hhs9",2019-07-13,"ili perc","2019-29",0.880321
"2020-09-20","hhs9",2019-07-20,"ili perc","2019-30",0.815166
"2020-09-20","hhs9",2019-07-27,"ili perc","2019-31",0.759383
"2020-09-20","hhs9",2019-08-03,"ili perc","2019-32",1.01734
"2020-09-20","hhs9",2019-08-10,"ili perc","2019-33",0.903798
"2020-09-20","hhs9",2019-08-17,"ili perc","2019-34",0.878278
"2020-09-20","hhs9",2019-08-24,"ili perc","2019-35",1.09921
"2020-09-20","hhs9",2019-08-31,"ili perc","2019-36",1.1733
"2020-09-20","hhs9",2019-09-07,"ili perc","2019-37",1.16265
"2020-09-20","hhs9",2019-09-14,"ili perc","2019-38",1.24399
"2020-09-20","hhs9",2019-09-21,"ili perc","2019-39",1.24955
"2021-09-26","hhs9",2019-09-28,"ili perc","2019-40",1.30845
"2021-09-26","hhs9",2019-10-05,"ili perc","2019-41",1.44476
"2021-09-26","hhs9",2019-10-12,"ili perc","2019-42",1.5789
"2021-09-26","hhs9",2019-10-19,"ili perc","2019-43",1.66955
"2021-09-26","hhs9",2019-10-26,"ili perc","2019-44",1.81318
"2021-09-26","hhs9",2019-11-02,"ili perc","2019-45",2.24992
"2021-09-26","hhs9",2019-11-09,"ili perc","2019-46",2.55298
"2021-09-26","hhs9",2019-11-16,"ili perc","2019-47",2.49031
"2021-09-26","hhs9",2019-11-23,"ili perc","2019-48",2.84557
"2021-09-26","hhs9",2019-11-30,"ili perc","2019-49",2.77241
"2021-09-26","hhs9",2019-12-07,"ili perc","2019-50",2.77256
"2021-09-26","hhs9",2019-12-14,"ili perc","2019-51",3.16129
"2021-09-26","hhs9",2019-12-21,"ili perc","2019-52",4.55167
"2021-09-26","hhs9",2019-12-28,"ili perc","2019-01",4.57652
"2021-09-26","hhs9",2020-01-04,"ili perc","2020-02",3.81505
"2021-09-26","hhs9",2020-01-11,"ili perc","2020-03",4.10778
"2021-09-26","hhs9",2020-01-18,"ili perc","2020-04",4.66256
"2021-09-26","hhs9",2020-01-25,"ili perc","2020-05",4.69342
"2021-09-26","hhs9",2020-02-01,"ili perc","2020-06",4.74509
"2021-09-26","hhs9",2020-02-08,"ili perc","2020-07",4.41607
"2021-09-26","hhs9",2020-02-15,"ili perc","2020-08",4.29059
"2021-09-26","hhs9",2020-02-22,"ili perc","2020-09",3.90995
"2017-10-01","hhs10",2015-10-17,"ili perc","2015-42",0.550018
"2017-10-01","hhs10",2015-10-24,"ili perc","2015-43",0.853014
"2017-10-01","hhs10",2015-10-31,"ili perc","2015-44",0.526763
"2017-10-01","hhs10",2015-11-07,"ili perc","2015-45",0.891904
"2017-10-01","hhs10",2015-11-14,"ili perc","2015-46",0.699363
"2017-10-01","hhs10",2015-11-21,"ili perc","2015-47",0.82039
"2017-10-01","hhs10",2015-11-28,"ili perc","2015-48",0.812498
"2017-10-01","hhs10",2015-12-05,"ili perc","2015-49",0.594886
"2017-10-01","hhs10",2015-12-12,"ili perc","2015-50",0.658719
"2017-10-01","hhs10",2015-12-19,"ili perc","2015-51",0.66188
"2017-10-01","hhs10",2015-12-26,"ili perc","2015-52",0.791975
"2017-10-01","hhs10",2016-01-02,"ili perc","2016-01",0.888661
"2017-10-01","hhs10",2016-01-09,"ili perc","2016-02",1.08777
"2017-10-01","hhs10",2016-01-16,"ili perc","2016-03",1.3789
"2017-10-01","hhs10",2016-01-23,"ili perc","2016-04",1.41403
"2017-10-01","hhs10",2016-01-30,"ili perc","2016-05",1.65259
"2017-10-01","hhs10",2016-02-06,"ili perc","2016-06",1.73793
"2017-10-01","hhs10",2016-02-13,"ili perc","2016-07",2.44289
"2017-10-01","hhs10",2016-02-20,"ili perc","2016-08",2.13499
"2017-10-01","hhs10",2016-02-27,"ili perc","2016-09",1.98941
"2017-10-01","hhs10",2016-03-05,"ili perc","2016-10",2.21239
"2017-10-01","hhs10",2016-03-12,"ili perc","2016-11",2.17566
"2017-10-01","hhs10",2016-03-19,"ili perc","2016-12",1.707
"2017-10-01","hhs10",2016-03-26,"ili perc","2016-13",1.77751
"2017-10-01","hhs10",2016-04-02,"ili perc","2016-14",1.71131
"2017-10-01","hhs10",2016-04-09,"ili perc","2016-15",0.994849
"2017-10-01","hhs10",2016-04-16,"ili perc","2016-16",0.812725
"2017-10-01","hhs10",2016-04-23,"ili perc","2016-17",0.751127
"2017-10-01","hhs10",2016-04-30,"ili perc","2016-18",0.940669
"2017-10-01","hhs10",2016-05-07,"ili perc","2016-19",0.529396
"2017-10-01","hhs10",2016-05-14,"ili perc","2016-20",0.530742
"2017-10-01","hhs10",2016-05-21,"ili perc","2016-21",0.201718
"2017-10-01","hhs10",2016-05-28,"ili perc","2016-22",0.187745
"2017-10-01","hhs10",2016-06-04,"ili perc","2016-23",0.274262
"2017-10-01","hhs10",2016-06-11,"ili perc","2016-24",0.334307
"2017-10-01","hhs10",2016-06-18,"ili perc","2016-25",0.218156
"2017-10-01","hhs10",2016-06-25,"ili perc","2016-26",0.10407
"2017-10-01","hhs10",2016-07-02,"ili perc","2016-27",0.177107
"2017-10-01","hhs10",2016-07-09,"ili perc","2016-28",0.235844
"2017-10-01","hhs10",2016-07-16,"ili perc","2016-29",0.151754
"2017-10-01","hhs10",2016-07-23,"ili perc","2016-30",0.239537
"2017-10-01","hhs10",2016-07-30,"ili perc","2016-31",0.159146
"2017-10-01","hhs10",2016-08-06,"ili perc","2016-32",0.195011
"2017-10-01","hhs10",2016-08-13,"ili perc","2016-33",0.117011
"2017-10-01","hhs10",2016-08-20,"ili perc","2016-34",0.183599
"2017-10-01","hhs10",2016-08-27,"ili perc","2016-35",0.269324
"2017-10-01","hhs10",2016-09-03,"ili perc","2016-36",0.322706
"2017-10-01","hhs10",2016-09-10,"ili perc","2016-37",0.317609
"2017-10-01","hhs10",2016-09-17,"ili perc","2016-38",0.231198
"2017-10-01","hhs10",2016-09-24,"ili perc","2016-39",0.271021
"2018-09-23","hhs10",2016-10-01,"ili perc","2016-40",0.439119
"2018-09-23","hhs10",2016-10-08,"ili perc","2016-41",0.427974
"2018-09-23","hhs10",2016-10-15,"ili perc","2016-42",0.489575
"2018-09-23","hhs10",2016-10-22,"ili perc","2016-43",0.529992
"2018-09-23","hhs10",2016-10-29,"ili perc","2016-44",0.573751
"2018-09-23","hhs10",2016-11-05,"ili perc","2016-45",0.737088
"2018-09-23","hhs10",2016-11-12,"ili perc","2016-46",0.643705
"2018-09-23","hhs10",2016-11-19,"ili perc","2016-47",0.789485
"2018-09-23","hhs10",2016-11-26,"ili perc","2016-48",0.775045
"2018-09-23","hhs10",2016-12-03,"ili perc","2016-49",0.693141
"2018-09-23","hhs10",2016-12-10,"ili perc","2016-50",1.50325
"2018-09-23","hhs10",2016-12-17,"ili perc","2016-51",2.05831
"2018-09-23","hhs10",2016-12-24,"ili perc","2016-52",3.67061
"2018-09-23","hhs10",2016-12-31,"ili perc","2017-01",3.02313
"2018-09-23","hhs10",2017-01-07,"ili perc","2017-02",2.15197
"2018-09-23","hhs10",2017-01-14,"ili perc","2017-03",3.25108
"2018-09-23","hhs10",2017-01-21,"ili perc","2017-04",2.51434
"2018-09-23","hhs10",2017-01-28,"ili perc","2017-05",2.28634
"2018-09-23","hhs10",2017-02-04,"ili perc","2017-06",2.00447
"2018-09-23","hhs10",2017-02-11,"ili perc","2017-07",1.77728
"2018-09-23","hhs10",2017-02-18,"ili perc","2017-08",1.51737
"2018-09-23","hhs10",2017-02-25,"ili perc","2017-09",1.46199
"2018-09-23","hhs10",2017-03-04,"ili perc","2017-10",0.952098
"2018-09-23","hhs10",2017-03-11,"ili perc","2017-11",1.26965
"2018-09-23","hhs10",2017-03-18,"ili perc","2017-12",0.916475
"2018-09-23","hhs10",2017-03-25,"ili perc","2017-13",0.910264
"2018-09-23","hhs10",2017-04-01,"ili perc","2017-14",0.796512
"2018-09-23","hhs10",2017-04-08,"ili perc","2017-15",0.672532
"2018-09-23","hhs10",2017-04-15,"ili perc","2017-16",0.594078
"2018-09-23","hhs10",2017-04-22,"ili perc","2017-17",0.47098
"2018-09-23","hhs10",2017-04-29,"ili perc","2017-18",0.715131
"2018-09-23","hhs10",2017-05-06,"ili perc","2017-19",0.532669
"2018-09-23","hhs10",2017-05-13,"ili perc","2017-20",0.606242
"2018-09-23","hhs10",2017-05-20,"ili perc","2017-21",0.274874
"2018-09-23","hhs10",2017-05-27,"ili perc","2017-22",0.351644
"2018-09-23","hhs10",2017-06-03,"ili perc","2017-23",0.246305
"2018-09-23","hhs10",2017-06-10,"ili perc","2017-24",0.296349
"2018-09-23","hhs10",2017-06-17,"ili perc","2017-25",0.420902
"2018-09-23","hhs10",2017-06-24,"ili perc","2017-26",0.269874
"2018-09-23","hhs10",2017-07-01,"ili perc","2017-27",0.142951
"2018-09-23","hhs10",2017-07-08,"ili perc","2017-28",0.138835
"2018-09-23","hhs10",2017-07-15,"ili perc","2017-29",0.143258
"2018-09-23","hhs10",2017-07-22,"ili perc","2017-30",0.109022
"2018-09-23","hhs10",2017-07-29,"ili perc","2017-31",0.364459
"2018-09-23","hhs10",2017-08-05,"ili perc","2017-32",0.240377
"2018-09-23","hhs10",2017-08-12,"ili perc","2017-33",0.126923
"2018-09-23","hhs10",2017-08-19,"ili perc","2017-34",0.241729
"2018-09-23","hhs10",2017-08-26,"ili perc","2017-35",0.293072
"2018-09-23","hhs10",2017-09-02,"ili perc","2017-36",0.222412
"2018-09-23","hhs10",2017-09-09,"ili perc","2017-37",0.450716
"2018-09-23","hhs10",2017-09-16,"ili perc","2017-38",0.451331
"2018-09-23","hhs10",2017-09-23,"ili perc","2017-39",0.378646
"2019-09-22","hhs10",2017-09-30,"ili perc","2017-40",0.520871
"2019-09-22","hhs10",2017-10-07,"ili perc","2017-41",0.63234
"2019-09-22","hhs10",2017-10-14,"ili perc","2017-42",0.799399
"2019-09-22","hhs10",2017-10-21,"ili perc","2017-43",0.706956
"2019-09-22","hhs10",2017-10-28,"ili perc","2017-44",0.956682
"2019-09-22","hhs10",2017-11-04,"ili perc","2017-45",1.00098
"2019-09-22","hhs10",2017-11-11,"ili perc","2017-46",0.929811
"2019-09-22","hhs10",2017-11-18,"ili perc","2017-47",1.25088
"2019-09-22","hhs10",2017-11-25,"ili perc","2017-48",1.20543
"2019-09-22","hhs10",2017-12-02,"ili perc","2017-49",1.11517
"2019-09-22","hhs10",2017-12-09,"ili perc","2017-50",1.30968
"2019-09-22","hhs10",2017-12-16,"ili perc","2017-51",2.15611
"2019-09-22","hhs10",2017-12-23,"ili perc","2017-52",4.34775
"2019-09-22","hhs10",2017-12-30,"ili perc","2017-01",4.78676
"2019-09-22","hhs10",2018-01-06,"ili perc","2018-02",4.15034
"2019-09-22","hhs10",2018-01-13,"ili perc","2018-03",3.86796
"2019-09-22","hhs10",2018-01-20,"ili perc","2018-04",3.99004
"2019-09-22","hhs10",2018-01-27,"ili perc","2018-05",3.68608
"2019-09-22","hhs10",2018-02-03,"ili perc","2018-06",2.95199
"2019-09-22","hhs10",2018-02-10,"ili perc","2018-07",2.70056
"2019-09-22","hhs10",2018-02-17,"ili perc","2018-08",2.7734
"2019-09-22","hhs10",2018-02-24,"ili perc","2018-09",2.38842
"2019-09-22","hhs10",2018-03-03,"ili perc","2018-10",1.95807
"2019-09-22","hhs10",2018-03-10,"ili perc","2018-11",2.47377
"2019-09-22","hhs10",2018-03-17,"ili perc","2018-12",2.21496
"2019-09-22","hhs10",2018-03-24,"ili perc","2018-13",1.87625
"2019-09-22","hhs10",2018-03-31,"ili perc","2018-14",1.68045
"2019-09-22","hhs10",2018-04-07,"ili perc","2018-15",1.15663
"2019-09-22","hhs10",2018-04-14,"ili perc","2018-16",1.06773
"2019-09-22","hhs10",2018-04-21,"ili perc","2018-17",0.750455
"2019-09-22","hhs10",2018-04-28,"ili perc","2018-18",0.752148
"2019-09-22","hhs10",2018-05-05,"ili perc","2018-19",0.70532
"2019-09-22","hhs10",2018-05-12,"ili perc","2018-20",0.611919
"2019-09-22","hhs10",2018-05-19,"ili perc","2018-21",0.538392
"2019-09-22","hhs10",2018-05-26,"ili perc","2018-22",0.412262
"2019-09-22","hhs10",2018-06-02,"ili perc","2018-23",0.44774
"2019-09-22","hhs10",2018-06-09,"ili perc","2018-24",0.452247
"2019-09-22","hhs10",2018-06-16,"ili perc","2018-25",0.47953
"2019-09-22","hhs10",2018-06-23,"ili perc","2018-26",0.549856
"2019-09-22","hhs10",2018-06-30,"ili perc","2018-27",0.458911
"2019-09-22","hhs10",2018-07-07,"ili perc","2018-28",0.345018
"2019-09-22","hhs10",2018-07-14,"ili perc","2018-29",0.323305
